year,month,gear,SPECIES_CODE,SPECIES_COMMON_NAME,landed_kg,hooksTraps,minutes,FENoGear,covid
2017,12,HOOK AND LINE,418,YELLOWTAIL ROCKFISH,151.67,34510,13533,15,0
2017,12,BOTTOM TRAWL,421,ROSETHORN ROCKFISH,63.58,0,617,0,0
2017,12,HOOK AND LINE,433,TIGER ROCKFISH,186.98,37412,9886,8,0
2017,12,MIDWATER TRAWL,435,BOCACCIO,71.95,0,852,0,0
2017,12,BOTTOM TRAWL,437,CANARY ROCKFISH,37880.61,0,11775,0,0
2017,12,BOTTOM TRAWL,439,REDSTRIPE ROCKFISH,8728.17,0,6181,0,0
2017,12,HOOK AND LINE,439,REDSTRIPE ROCKFISH,15.11,12400,1564,0,0
2017,12,BOTTOM TRAWL,451,SHORTSPINE THORNYHEAD,6154.05,0,13264,0,0
2017,12,MIDWATER TRAWL,455,SABLEFISH,158.69,0,0,0,0
2017,12,BOTTOM TRAWL,467,LINGCOD,21630.36,0,11775,0,0
2017,12,BOTTOM TRAWL,607,PETRALE SOLE,16478.82,0,21124,0,0
2017,12,UNSPECIFIED,610,REX SOLE,194.26,0,0,4,0
2017,12,BOTTOM TRAWL,635,CURLFIN SOLE,0.89,0,142,0,0
2018,1,MIDWATER TRAWL,124,CHINOOK SALMON,282.27,0,0,0,0
2018,1,BOTTOM TRAWL,222,PACIFIC COD,3269.01,0,9270,0,0
2018,1,HOOK AND LINE,222,PACIFIC COD,145.95,8280,5424,1,0
2018,1,BOTTOM TRAWL,228,WALLEYE POLLOCK,248.05,0,411,0,0
2018,1,TRAP,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,2865.93,6729,577724,20,0
2018,1,HOOK AND LINE,403,SHORTRAKER ROCKFISH,212.19,17640,7440,2,0
2018,1,TRAP,403,SHORTRAKER ROCKFISH,435.81,1968,140241,12,0
2018,1,MIDWATER TRAWL,405,SILVERGRAY ROCKFISH,22321.67,0,4650,0,0
2018,1,BOTTOM TRAWL,410,DARKBLOTCHED ROCKFISH,5052.18,0,5980,0,0
2018,1,BOTTOM TRAWL,412,SPLITNOSE ROCKFISH,1519.62,0,2954,0,0
2018,1,BOTTOM TRAWL,44,SPINY DOGFISH,160.25,0,293,0,0
2018,1,MIDWATER TRAWL,56,BIG SKATE,43.34,0,375,0,0
2018,1,UNSPECIFIED,58,SANDPAPER SKATE,14.67,0,0,1,0
2018,1,HOOK AND LINE,59,LONGNOSE SKATE,119.05,4320,4011,6,0
2018,1,BOTTOM TRAWL,225,PACIFIC HAKE,30.23,0,200,0,0
2018,1,BOTTOM TRAWL,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,39189.85,0,7550,0,0
2018,1,TRAP,396,PACIFIC OCEAN PERCH,0.87,0,4101,1,0
2018,1,MIDWATER TRAWL,410,DARKBLOTCHED ROCKFISH,6.21,0,113,0,0
2018,1,TRAP,412,SPLITNOSE ROCKFISH,2.6,0,20049,3,0
2018,1,MIDWATER TRAWL,417,WIDOW ROCKFISH,218847.03,0,14823,0,0
2018,1,BOTTOM TRAWL,418,YELLOWTAIL ROCKFISH,215061.32,0,13074,0,0
2018,1,BOTTOM TRAWL,421,ROSETHORN ROCKFISH,112.42,0,835,0,0
2018,1,HOOK AND LINE,431,CHINA ROCKFISH,534.07,34490,22898,38,0
2018,1,MIDWATER TRAWL,437,CANARY ROCKFISH,443.63,0,1446,0,0
2018,1,HOOK AND LINE,440,YELLOWMOUTH ROCKFISH,3.56,900,230,0,0
2018,1,BOTTOM TRAWL,56,BIG SKATE,1955.68,0,2387,0,0
2018,1,HOOK AND LINE,58,SANDPAPER SKATE,8.68,1080,607,0,0
2018,1,BOTTOM TRAWL,59,LONGNOSE SKATE,1080.23,0,1836,0,0
2018,1,MIDWATER TRAWL,225,PACIFIC HAKE,1494245.12,0,33992,0,0
2018,1,MIDWATER TRAWL,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,77.72,0,1158,0,0
2018,1,BOTTOM TRAWL,396,PACIFIC OCEAN PERCH,254684.75,0,11112,0,0
2018,1,MIDWATER TRAWL,396,PACIFIC OCEAN PERCH,202.21,0,300,0,0
2018,1,BOTTOM TRAWL,401,REDBANDED ROCKFISH,4549.86,0,12964,0,0
2018,1,HOOK AND LINE,401,REDBANDED ROCKFISH,86.82,6120,2911,0,0
2018,1,TRAP,401,REDBANDED ROCKFISH,82.82,394,83034,10,0
2018,1,MIDWATER TRAWL,403,SHORTRAKER ROCKFISH,46.9,0,36,0,0
2018,1,HOOK AND LINE,405,SILVERGRAY ROCKFISH,180.07,27270,15022,6,0
2018,1,HOOK AND LINE,407,COPPER ROCKFISH,4177.54,76480,36348,41,0
2018,1,MIDWATER TRAWL,418,YELLOWTAIL ROCKFISH,40224.51,0,5414,0,0
2018,1,HOOK AND LINE,424,QUILLBACK ROCKFISH,7037.92,94630,43408,43,0
2018,1,MIDWATER TRAWL,435,BOCACCIO,208.39,0,1409,0,0
2018,1,UNSPECIFIED,435,BOCACCIO,28.01,0,0,2,0
2018,1,BOTTOM TRAWL,439,REDSTRIPE ROCKFISH,16058.66,0,8565,0,0
2018,1,MIDWATER TRAWL,439,REDSTRIPE ROCKFISH,5388.01,0,2210,0,0
2018,1,BOTTOM TRAWL,440,YELLOWMOUTH ROCKFISH,85926.09,0,3303,0,0
2018,1,MIDWATER TRAWL,440,YELLOWMOUTH ROCKFISH,3050.17,0,168,0,0
2018,1,MIDWATER TRAWL,455,SABLEFISH,9.78,0,0,0,0
2018,1,BOTTOM TRAWL,467,LINGCOD,9101.64,0,12902,0,0
2018,1,BOTTOM TRAWL,602,ARROWTOOTH FLOUNDER,979995.82,0,18629,0,0
2018,1,UNSPECIFIED,602,ARROWTOOTH FLOUNDER,621.89,0,0,5,0
2018,1,BOTTOM TRAWL,626,DOVER SOLE,76174.62,0,10844,0,0
2018,1,MIDWATER TRAWL,44,SPINY DOGFISH,1247.31,0,7196,0,0
2018,1,MIDWATER TRAWL,59,LONGNOSE SKATE,10.67,0,425,0,0
2018,1,BOTTOM TRAWL,66,SPOTTED RATFISH,22.23,0,0,0,0
2018,1,MIDWATER TRAWL,222,PACIFIC COD,28.18,0,1072,0,0
2018,1,MIDWATER TRAWL,228,WALLEYE POLLOCK,497443.83,0,16690,0,0
2018,1,HOOK AND LINE,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,798.53,110360,14931,13,0
2018,1,BOTTOM TRAWL,403,SHORTRAKER ROCKFISH,3490.07,0,5106,0,0
2018,1,BOTTOM TRAWL,405,SILVERGRAY ROCKFISH,66652.95,0,12715,0,0
2018,1,MIDWATER TRAWL,412,SPLITNOSE ROCKFISH,276.27,0,187,0,0
2018,1,BOTTOM TRAWL,414,GREENSTRIPED ROCKFISH,758.9,0,4962,0,0
2018,1,HOOK AND LINE,414,GREENSTRIPED ROCKFISH,32.39,18600,6360,0,0
2018,1,BOTTOM TRAWL,417,WIDOW ROCKFISH,13375.17,0,8122,0,0
2018,1,HOOK AND LINE,417,WIDOW ROCKFISH,1.78,1500,793,0,0
2018,1,HOOK AND LINE,421,ROSETHORN ROCKFISH,15.55,7700,2286,0,0
2018,1,HOOK AND LINE,426,BLACK ROCKFISH,226,3000,10338,32,0
2018,1,BOTTOM TRAWL,435,BOCACCIO,328.05,0,145,0,0
2018,1,HOOK AND LINE,437,CANARY ROCKFISH,280.5,52880,16135,13,0
2018,1,BOTTOM TRAWL,442,YELLOWEYE ROCKFISH,1.33,0,194,0,0
2018,1,BOTTOM TRAWL,455,SABLEFISH,3611.35,0,6315,0,0
2018,1,HOOK AND LINE,461,KELP GREENLING,274.23,34750,17826,32,0
2018,1,HOOK AND LINE,467,LINGCOD,10.77,0,1043,2,0
2018,1,BOTTOM TRAWL,472,SCULPINS,1915.62,0,1535,0,0
2018,1,BOTTOM TRAWL,612,FLATHEAD SOLE,409.14,0,1429,0,0
2018,1,HOOK AND LINE,621,SOUTHERN ROCK SOLE,37.85,12300,2323,0,0
2018,1,MIDWATER TRAWL,626,DOVER SOLE,0.89,0,326,0,0
2018,1,BOTTOM TRAWL,628,ENGLISH SOLE,5248.26,0,27388,0,0
2018,1,HOOK AND LINE,418,YELLOWTAIL ROCKFISH,169.94,16040,12773,16,0
2018,1,BOTTOM TRAWL,420,CHILIPEPPER,18.23,0,416,0,0
2018,1,HOOK AND LINE,428,VERMILION ROCKFISH,48.73,16040,6783,13,0
2018,1,HOOK AND LINE,433,TIGER ROCKFISH,103.35,24480,11209,9,0
2018,1,HOOK AND LINE,435,BOCACCIO,8.44,1600,2142,2,0
2018,1,BOTTOM TRAWL,437,CANARY ROCKFISH,67111.25,0,12269,0,0
2018,1,HOOK AND LINE,439,REDSTRIPE ROCKFISH,10.21,6480,2502,0,0
2018,1,UNSPECIFIED,442,YELLOWEYE ROCKFISH,9.33,0,0,2,0
2018,1,BOTTOM TRAWL,450,SHARPCHIN ROCKFISH,4929.85,0,5148,0,0
2018,1,HOOK AND LINE,451,SHORTSPINE THORNYHEAD,518.74,213580,18815,14,0
2018,1,TRAP,451,SHORTSPINE THORNYHEAD,314.94,5478,438026,23,0
2018,1,HOOK AND LINE,455,SABLEFISH,6394.74,213760,24773,26,0
2018,1,TRAP,455,SABLEFISH,173883.65,9737,867199,56,0
2018,1,BOTTOM TRAWL,540,CABEZON,43.54,0,297,0,0
2018,1,BOTTOM TRAWL,607,PETRALE SOLE,40742.77,0,18816,0,0
2018,1,BOTTOM TRAWL,614,PACIFIC HALIBUT,402.74,0,0,0,0
2018,1,BOTTOM TRAWL,621,SOUTHERN ROCK SOLE,1216.44,0,1847,0,0
2018,1,HOOK AND LINE,442,YELLOWEYE ROCKFISH,2323.29,71790,22230,9,0
2018,1,HOOK AND LINE,450,SHARPCHIN ROCKFISH,0.44,400,200,0,0
2018,1,UNSPECIFIED,450,SHARPCHIN ROCKFISH,92.9,0,0,1,0
2018,1,BOTTOM TRAWL,451,SHORTSPINE THORNYHEAD,7351.43,0,13185,0,0
2018,1,MIDWATER TRAWL,467,LINGCOD,57.8,0,213,0,0
2018,1,BOTTOM TRAWL,610,REX SOLE,2225.56,0,3889,0,0
2018,1,UNSPECIFIED,610,REX SOLE,21.34,0,0,1,0
2018,1,MIDWATER TRAWL,612,FLATHEAD SOLE,0.89,0,368,0,0
2018,1,MIDWATER TRAWL,628,ENGLISH SOLE,2.22,0,256,0,0
2018,2,MIDWATER TRAWL,38,BROWN CAT SHARK,19.11,0,218,0,0
2018,2,BOTTOM TRAWL,44,SPINY DOGFISH,481.8,0,944,0,0
2018,2,MIDWATER TRAWL,44,SPINY DOGFISH,5002.61,0,10237,0,0
2018,2,HOOK AND LINE,59,LONGNOSE SKATE,57.8,0,1721,4,0
2018,2,BOTTOM TRAWL,66,SPOTTED RATFISH,30.23,0,0,0,0
2018,2,BOTTOM TRAWL,95,AMERICAN SHAD,11.11,0,0,0,0
2018,2,MIDWATER TRAWL,222,PACIFIC COD,87.65,0,1300,0,0
2018,2,BOTTOM TRAWL,225,PACIFIC HAKE,0.89,0,216,0,0
2018,2,BOTTOM TRAWL,56,BIG SKATE,1104.49,0,4188,0,0
2018,2,UNSPECIFIED,58,SANDPAPER SKATE,55.12,0,0,2,0
2018,2,MIDWATER TRAWL,124,CHINOOK SALMON,761.91,0,1117,0,0
2018,2,HOOK AND LINE,222,PACIFIC COD,68.01,10144,2757,0,0
2018,2,MIDWATER TRAWL,396,PACIFIC OCEAN PERCH,4480.97,0,247,0,0
2018,2,MIDWATER TRAWL,401,REDBANDED ROCKFISH,91.86,0,229,0,0
2018,2,MIDWATER TRAWL,403,SHORTRAKER ROCKFISH,46.7,0,128,0,0
2018,2,MIDWATER TRAWL,405,SILVERGRAY ROCKFISH,482.1,0,5305,0,0
2018,2,HOOK AND LINE,407,COPPER ROCKFISH,4638.93,80354,34918,50,0
2018,2,BOTTOM TRAWL,410,DARKBLOTCHED ROCKFISH,2399.86,0,8506,0,0
2018,2,HOOK AND LINE,418,YELLOWTAIL ROCKFISH,138.01,70844,9035,18,0
2018,2,BOTTOM TRAWL,421,ROSETHORN ROCKFISH,55.6,0,436,0,0
2018,2,UNSPECIFIED,421,ROSETHORN ROCKFISH,105.35,0,0,4,0
2018,2,HOOK AND LINE,433,TIGER ROCKFISH,286.36,53920,19343,23,0
2018,2,MIDWATER TRAWL,435,BOCACCIO,76.96,0,1208,0,0
2018,2,BOTTOM TRAWL,437,CANARY ROCKFISH,91901.03,0,23889,0,0
2018,2,BOTTOM TRAWL,439,REDSTRIPE ROCKFISH,67493.13,0,18578,0,0
2018,2,HOOK AND LINE,439,REDSTRIPE ROCKFISH,14.22,10668,3515,0,0
2018,2,MIDWATER TRAWL,455,SABLEFISH,41.35,0,430,0,0
2018,2,MIDWATER TRAWL,56,BIG SKATE,4,0,323,0,0
2018,2,BOTTOM TRAWL,58,SANDPAPER SKATE,96.47,0,685,0,0
2018,2,MIDWATER TRAWL,59,LONGNOSE SKATE,332.03,0,485,0,0
2018,2,UNSPECIFIED,59,LONGNOSE SKATE,78.24,0,0,1,0
2018,2,BOTTOM TRAWL,401,REDBANDED ROCKFISH,7699.95,0,19525,0,0
2018,2,BOTTOM TRAWL,405,SILVERGRAY ROCKFISH,139687.04,0,23586,0,0
2018,2,HOOK AND LINE,405,SILVERGRAY ROCKFISH,268.59,166270,11559,15,0
2018,2,HOOK AND LINE,410,DARKBLOTCHED ROCKFISH,1.33,2850,346,0,0
2018,2,BOTTOM TRAWL,414,GREENSTRIPED ROCKFISH,1461.22,0,5459,0,0
2018,2,MIDWATER TRAWL,414,GREENSTRIPED ROCKFISH,2.22,0,27,0,0
2018,2,HOOK AND LINE,421,ROSETHORN ROCKFISH,21.4,44200,1829,0,0
2018,2,HOOK AND LINE,426,BLACK ROCKFISH,262.68,14750,9903,26,0
2018,2,HOOK AND LINE,437,CANARY ROCKFISH,515.49,59520,24192,33,0
2018,2,BOTTOM TRAWL,440,YELLOWMOUTH ROCKFISH,58435.28,0,8274,0,0
2018,2,MIDWATER TRAWL,440,YELLOWMOUTH ROCKFISH,7.22,0,164,0,0
2018,2,HOOK AND LINE,442,YELLOWEYE ROCKFISH,2915.59,70282,21485,23,0
2018,2,MIDWATER TRAWL,467,LINGCOD,58.4,0,298,0,0
2018,2,BOTTOM TRAWL,472,SCULPINS,844.74,0,998,0,0
2018,2,BOTTOM TRAWL,602,ARROWTOOTH FLOUNDER,1300742.23,0,35286,0,0
2018,2,MIDWATER TRAWL,602,ARROWTOOTH FLOUNDER,8.07,0,65,0,0
2018,2,UNSPECIFIED,602,ARROWTOOTH FLOUNDER,571.65,0,0,5,0
2018,2,BOTTOM TRAWL,610,REX SOLE,5284.56,0,8019,0,0
2018,2,BOTTOM TRAWL,612,FLATHEAD SOLE,48.74,0,640,0,0
2018,2,HOOK AND LINE,621,SOUTHERN ROCK SOLE,40.92,7800,1952,7,0
2018,2,BOTTOM TRAWL,626,DOVER SOLE,134897.66,0,17718,0,0
2018,2,BOTTOM TRAWL,628,ENGLISH SOLE,15557.19,0,22896,0,0
2018,2,MIDWATER TRAWL,628,ENGLISH SOLE,39.47,0,1101,0,0
2018,2,BOTTOM TRAWL,59,LONGNOSE SKATE,8738.52,0,16725,0,0
2018,2,MIDWATER TRAWL,148,EULACHON,32.01,0,0,0,0
2018,2,BOTTOM TRAWL,222,PACIFIC COD,7932.48,0,17538,0,0
2018,2,MIDWATER TRAWL,225,PACIFIC HAKE,1768907.55,0,37207,0,0
2018,2,BOTTOM TRAWL,228,WALLEYE POLLOCK,152.08,0,1348,0,0
2018,2,MIDWATER TRAWL,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,27.99,0,2116,0,0
2018,2,BOTTOM TRAWL,396,PACIFIC OCEAN PERCH,187329.51,0,32165,0,0
2018,2,HOOK AND LINE,401,REDBANDED ROCKFISH,21.74,140000,3326,2,0
2018,2,TRAP,401,REDBANDED ROCKFISH,40.39,930,42606,3,0
2018,2,UNSPECIFIED,401,REDBANDED ROCKFISH,21.78,0,0,1,0
2018,2,HOOK AND LINE,403,SHORTRAKER ROCKFISH,621.86,539300,11800,0,0
2018,2,TRAP,403,SHORTRAKER ROCKFISH,248.04,1795,91271,0,0
2018,2,BOTTOM TRAWL,412,SPLITNOSE ROCKFISH,2569.64,0,5810,0,0
2018,2,UNSPECIFIED,414,GREENSTRIPED ROCKFISH,119.13,0,0,4,0
2018,2,MIDWATER TRAWL,418,YELLOWTAIL ROCKFISH,97826.62,0,5721,0,0
2018,2,HOOK AND LINE,424,QUILLBACK ROCKFISH,10389.89,116056,43698,52,0
2018,2,HOOK AND LINE,435,BOCACCIO,1.77,0,501,2,0
2018,2,UNSPECIFIED,435,BOCACCIO,200.48,0,0,4,0
2018,2,MIDWATER TRAWL,439,REDSTRIPE ROCKFISH,4949.91,0,1454,0,0
2018,2,BOTTOM TRAWL,442,YELLOWEYE ROCKFISH,48,0,1100,0,0
2018,2,BOTTOM TRAWL,450,SHARPCHIN ROCKFISH,11053.61,0,13054,0,0
2018,2,MIDWATER TRAWL,451,SHORTSPINE THORNYHEAD,237.1,0,300,0,0
2018,2,HOOK AND LINE,455,SABLEFISH,22671.45,1168780,40102,29,0
2018,2,TRAP,455,SABLEFISH,112569.26,8903,612701,54,0
2018,2,UNSPECIFIED,455,SABLEFISH,10.96,0,0,2,0
2018,2,HOOK AND LINE,461,KELP GREENLING,416.95,28712,20418,40,0
2018,2,BOTTOM TRAWL,540,CABEZON,8.95,0,131,0,0
2018,2,MIDWATER TRAWL,610,REX SOLE,2.39,0,65,0,0
2018,2,MIDWATER TRAWL,621,SOUTHERN ROCK SOLE,2.65,0,1493,0,0
2018,2,MIDWATER TRAWL,626,DOVER SOLE,312.13,0,136,0,0
2018,2,MIDWATER TRAWL,228,WALLEYE POLLOCK,862080.18,0,18887,0,0
2018,2,UNSPECIFIED,228,WALLEYE POLLOCK,30.22,0,0,3,0
2018,2,BOTTOM TRAWL,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,42783.02,0,13022,0,0
2018,2,HOOK AND LINE,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,2663.16,1025380,27159,7,0
2018,2,TRAP,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,1239.72,5598,250509,8,0
2018,2,BOTTOM TRAWL,400,AURORA ROCKFISH,29.33,0,1277,0,0
2018,2,BOTTOM TRAWL,403,SHORTRAKER ROCKFISH,1577.37,0,7189,0,0
2018,2,MIDWATER TRAWL,410,DARKBLOTCHED ROCKFISH,65.04,0,164,0,0
2018,2,UNSPECIFIED,410,DARKBLOTCHED ROCKFISH,2.67,0,0,1,0
2018,2,MIDWATER TRAWL,412,SPLITNOSE ROCKFISH,133.51,0,164,0,0
2018,2,UNSPECIFIED,412,SPLITNOSE ROCKFISH,23.12,0,0,1,0
2018,2,HOOK AND LINE,414,GREENSTRIPED ROCKFISH,39.16,17410,3820,0,0
2018,2,BOTTOM TRAWL,417,WIDOW ROCKFISH,48238.45,0,14667,0,0
2018,2,MIDWATER TRAWL,417,WIDOW ROCKFISH,173485.07,0,9177,0,0
2018,2,BOTTOM TRAWL,418,YELLOWTAIL ROCKFISH,621048.21,0,25809,0,0
2018,2,HOOK AND LINE,428,VERMILION ROCKFISH,551.5,28900,13372,21,0
2018,2,HOOK AND LINE,429,BLUE ROCKFISH,14.08,0,628,3,0
2018,2,HOOK AND LINE,431,CHINA ROCKFISH,1514.98,64250,25771,44,0
2018,2,BOTTOM TRAWL,435,BOCACCIO,1520.36,0,978,0,0
2018,2,MIDWATER TRAWL,437,CANARY ROCKFISH,160.84,0,2466,0,0
2018,2,HOOK AND LINE,440,YELLOWMOUTH ROCKFISH,9.77,52500,876,0,0
2018,2,MIDWATER TRAWL,450,SHARPCHIN ROCKFISH,17.34,0,60,0,0
2018,2,UNSPECIFIED,450,SHARPCHIN ROCKFISH,272.94,0,0,1,0
2018,2,BOTTOM TRAWL,451,SHORTSPINE THORNYHEAD,9103.53,0,24192,0,0
2018,2,HOOK AND LINE,451,SHORTSPINE THORNYHEAD,1865.68,1168780,26582,0,0
2018,2,TRAP,451,SHORTSPINE THORNYHEAD,523.34,5425,323776,35,0
2018,2,BOTTOM TRAWL,455,SABLEFISH,3299.22,0,10244,0,0
2018,2,MIDWATER TRAWL,607,PETRALE SOLE,1135.33,0,292,0,0
2018,2,BOTTOM TRAWL,614,PACIFIC HALIBUT,273.39,0,0,0,0
2018,2,BOTTOM TRAWL,625,SLENDER SOLE,71.12,0,0,0,0
2018,2,UNSPECIFIED,625,SLENDER SOLE,72.01,0,0,1,0
2018,2,BOTTOM TRAWL,467,LINGCOD,6541.67,0,17742,0,0
2018,2,BOTTOM TRAWL,607,PETRALE SOLE,68296.44,0,32243,0,0
2018,2,UNSPECIFIED,610,REX SOLE,71.12,0,0,3,0
2018,2,BOTTOM TRAWL,621,SOUTHERN ROCK SOLE,835.28,0,1703,0,0
2018,2,BOTTOM TRAWL,631,STARRY FLOUNDER,30.36,0,140,0,0
2018,3,BOTTOM TRAWL,56,BIG SKATE,2199.66,0,8564,0,0
2018,3,HOOK AND LINE,58,SANDPAPER SKATE,109.79,283800,6606,3,0
2018,3,BOTTOM TRAWL,59,LONGNOSE SKATE,13608.89,0,22542,0,0
2018,3,HOOK AND LINE,59,LONGNOSE SKATE,3946.53,884650,51878,4,0
2018,3,UNSPECIFIED,66,SPOTTED RATFISH,64.9,0,0,1,0
2018,3,MIDWATER TRAWL,225,PACIFIC HAKE,756704.41,0,7075,0,0
2018,3,UNSPECIFIED,225,PACIFIC HAKE,24.89,0,0,2,0
2018,3,BOTTOM TRAWL,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,37218.83,0,13529,0,0
2018,3,BOTTOM TRAWL,396,PACIFIC OCEAN PERCH,339365.51,0,34055,0,0
2018,3,MIDWATER TRAWL,396,PACIFIC OCEAN PERCH,137564.96,0,1429,0,0
2018,3,HOOK AND LINE,401,REDBANDED ROCKFISH,1947.35,975280,101462,11,0
2018,3,TRAP,401,REDBANDED ROCKFISH,8.28,251,20227,4,0
2018,3,HOOK AND LINE,407,COPPER ROCKFISH,1923.87,9550,12271,32,0
2018,3,BOTTOM TRAWL,417,WIDOW ROCKFISH,31572.03,0,8754,0,0
2018,3,MIDWATER TRAWL,417,WIDOW ROCKFISH,197931.07,0,5388,0,0
2018,3,MIDWATER TRAWL,418,YELLOWTAIL ROCKFISH,52125.66,0,3700,0,0
2018,3,HOOK AND LINE,431,CHINA ROCKFISH,239.87,5000,11882,28,0
2018,3,MIDWATER TRAWL,435,BOCACCIO,498.75,0,431,0,0
2018,3,UNSPECIFIED,435,BOCACCIO,28.9,0,0,4,0
2018,3,BOTTOM TRAWL,439,REDSTRIPE ROCKFISH,45603.62,0,17588,0,0
2018,3,MIDWATER TRAWL,439,REDSTRIPE ROCKFISH,35679.8,0,3752,0,0
2018,3,BOTTOM TRAWL,451,SHORTSPINE THORNYHEAD,16765.75,0,26202,0,0
2018,3,UNSPECIFIED,455,SABLEFISH,12.77,0,0,1,0
2018,3,BOTTOM TRAWL,467,LINGCOD,39589.63,0,27302,0,0
2018,3,HOOK AND LINE,467,LINGCOD,21.17,780,1534,0,0
2018,3,UNSPECIFIED,614,PACIFIC HALIBUT,25.34,0,0,1,0
2018,3,HOOK AND LINE,56,BIG SKATE,141.12,2880,3030,0,0
2018,3,BOTTOM TRAWL,66,SPOTTED RATFISH,277.83,0,659,0,0
2018,3,BOTTOM TRAWL,95,AMERICAN SHAD,82.23,0,1301,0,0
2018,3,MIDWATER TRAWL,228,WALLEYE POLLOCK,42316.49,0,1480,0,0
2018,3,HOOK AND LINE,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,13470.08,189395,99513,21,0
2018,3,TRAP,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,180.78,1703,119130,17,0
2018,3,BOTTOM TRAWL,401,REDBANDED ROCKFISH,9250.93,0,21539,0,0
2018,3,BOTTOM TRAWL,403,SHORTRAKER ROCKFISH,2477.18,0,8217,0,0
2018,3,BOTTOM TRAWL,405,SILVERGRAY ROCKFISH,178352.37,0,28749,0,0
2018,3,MIDWATER TRAWL,412,SPLITNOSE ROCKFISH,6.82,0,213,0,0
2018,3,BOTTOM TRAWL,414,GREENSTRIPED ROCKFISH,2065.08,0,10011,0,0
2018,3,HOOK AND LINE,414,GREENSTRIPED ROCKFISH,4.91,5200,1471,0,0
2018,3,HOOK AND LINE,421,ROSETHORN ROCKFISH,15.09,11500,4315,10,0
2018,3,UNSPECIFIED,423,SHORTBELLY ROCKFISH,10.67,0,0,1,0
2018,3,HOOK AND LINE,426,BLACK ROCKFISH,359.31,0,2634,9,0
2018,3,BOTTOM TRAWL,435,BOCACCIO,770.3,0,852,0,0
2018,3,HOOK AND LINE,439,REDSTRIPE ROCKFISH,18.2,4400,2439,0,0
2018,3,MIDWATER TRAWL,440,YELLOWMOUTH ROCKFISH,22180.7,0,2713,0,0
2018,3,BOTTOM TRAWL,446,HARLEQUIN ROCKFISH,127.78,0,449,0,0
2018,3,MIDWATER TRAWL,450,SHARPCHIN ROCKFISH,9.39,0,551,0,0
2018,3,HOOK AND LINE,451,SHORTSPINE THORNYHEAD,4636.51,1067355,156767,78,0
2018,3,TRAP,451,SHORTSPINE THORNYHEAD,71.44,0,102752,64,0
2018,3,BOTTOM TRAWL,455,SABLEFISH,7966.85,0,16484,0,0
2018,3,MIDWATER TRAWL,602,ARROWTOOTH FLOUNDER,8247.15,0,151,0,0
2018,3,BOTTOM TRAWL,612,FLATHEAD SOLE,132.48,0,1110,0,0
2018,3,BOTTOM TRAWL,614,PACIFIC HALIBUT,403.18,0,0,0,0
2018,3,HOOK AND LINE,614,PACIFIC HALIBUT,344436.23,1058440,191170,40,0
2018,3,BOTTOM TRAWL,621,SOUTHERN ROCK SOLE,860.65,0,2061,0,0
2018,3,BOTTOM TRAWL,628,ENGLISH SOLE,9786.23,0,20022,0,0
2018,3,UNSPECIFIED,58,SANDPAPER SKATE,18.23,0,0,1,0
2018,3,HOOK AND LINE,222,PACIFIC COD,14.83,283100,2210,0,0
2018,3,BOTTOM TRAWL,228,WALLEYE POLLOCK,911.87,0,5096,0,0
2018,3,HOOK AND LINE,396,PACIFIC OCEAN PERCH,4,900,465,0,0
2018,3,HOOK AND LINE,403,SHORTRAKER ROCKFISH,1932.49,70615,26450,4,0
2018,3,TRAP,403,SHORTRAKER ROCKFISH,74.72,662,34607,6,0
2018,3,MIDWATER TRAWL,405,SILVERGRAY ROCKFISH,9846.44,0,3833,0,0
2018,3,BOTTOM TRAWL,410,DARKBLOTCHED ROCKFISH,4706.18,0,8323,0,0
2018,3,HOOK AND LINE,410,DARKBLOTCHED ROCKFISH,5.78,3900,1190,0,0
2018,3,BOTTOM TRAWL,412,SPLITNOSE ROCKFISH,14820.14,0,5021,0,0
2018,3,UNSPECIFIED,414,GREENSTRIPED ROCKFISH,4.45,0,0,1,0
2018,3,HOOK AND LINE,417,WIDOW ROCKFISH,5.78,0,693,2,0
2018,3,HOOK AND LINE,418,YELLOWTAIL ROCKFISH,127.54,22245,11304,11,0
2018,3,BOTTOM TRAWL,421,ROSETHORN ROCKFISH,262.53,0,3679,0,0
2018,3,HOOK AND LINE,433,TIGER ROCKFISH,81.14,8900,9739,18,0
2018,3,BOTTOM TRAWL,437,CANARY ROCKFISH,60781.09,0,25320,0,0
2018,3,HOOK AND LINE,437,CANARY ROCKFISH,116.46,9820,12682,22,0
2018,3,BOTTOM TRAWL,442,YELLOWEYE ROCKFISH,36.01,0,630,0,0
